
. Module name, SLE, CFG, ARI1, BUFFER, MACC_PA, RAM1K20, RAM64X12, GLOBAL, IO
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_35_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_36_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_37_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_38_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_39_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_3_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_40_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_41_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_42_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_43_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_44_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_45_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_46_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_47_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_48_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_49_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_4_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_50_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_51_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_52_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_53_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_54_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_55_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_56_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_57_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_58_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_59_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_5_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_60_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_61_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_62_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_63_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_64_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_65_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_66_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_67_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_68_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_69_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_6_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_70_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_71_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_72_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_73_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_74_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_75_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_76_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_77_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_78_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_79_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_7_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_80_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_81_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_82_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_83_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_84_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_85_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_86_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_87_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_88_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_89_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_8_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_90_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_91_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_92_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_93_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_94_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_95_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_96_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_97_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_98_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_99_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_0_1_0_4_5_6_7_x_9_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b5_nvmFL_0_522s_x_0, 522, 1, 0, 0, 0, 0, 0, 0, 0
.	.	. comm_block_x_0, 50, 22, 0, 0, 0, 0, 0, 3, 0
.	.	.	. b16_Rcmi_qlx9_yHpm7y_6s_2s_0s_0s_9s_0s_1s_2s_7s_8s_x_0, 18, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	. b9_ORbIwXaEF_32s_2490054927_0s_x_0, 32, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	. jtag_interface_x_0, 0, 10, 0, 0, 0, 0, 0, 3, 0
